slug,ref,filename,n_cells,n_code_cells,n_md_cells,n_md_chars,n_code_chars,first_md,config_lb_max,config_lb_list,n_config_lb,lb_prefix_max,n_lb_prefix,bare_score_max,bare_score_min,n_bare_scores,best_score,feat__uses_perch,feat__uses_perch_v2,feat__uses_birdnet,feat__uses_sed,feat__uses_protossm,feat__uses_residual_ssm,feat__uses_efficientnet,feat__uses_hgnet,feat__uses_convnext,feat__uses_resnet,feat__uses_passt,feat__uses_beats,feat__uses_mae,feat__uses_tucker,feat__uses_mlp_probes,feat__uses_train_audio,feat__aug_mixup,feat__aug_cutmix,feat__aug_specaugment,feat__aug_time_shift,feat__aug_flip,feat__aug_clipping,feat__aug_gain,feat__loss_focal,feat__loss_bce,feat__loss_softauc,feat__ssl_pseudo,feat__ssl_iterative,feat__tweak_A_per_class,feat__tweak_C_residual,feat__tweak_D_hour_smooth,feat__tweak_E_wide_mlp,feat__tweak_F_flip_tta,feat__tweak_G_birdnet_weight,feat__sonotype_mirror,feat__site_hour_prior,feat__rank_aware,feat__file_confidence,feat__adaptive_delta,feat__uses_onnx,feat__uses_torch,feat__uses_tf,feat__val_groupkfold,feat__val_stratified,feat__ext_data,n_fork_refs,fork_refs,num__n_windows,num__window_sec,num__lambda_prior,num__rank_power,num__file_conf_power,num__alpha_blend,num__correction_weight,num__lambda_in_apply_prior,num__ensemble_w_mapped,title_score,num__n_classes,author_lb_best,author_lb_rank,totalVotes,lastRunTime,score,bucket
baidalinadilzhan__birdclef-2026-lb-0-89,baidalinadilzhan/birdclef-2026-lb-0-89,birdclef-2026-lb-0-89.ipynb,1,1.0,0.0,0.0,17492,,,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.948,215.0,102,2026-03-16 06:35:38.307000,0.948,4.elite_0.948-0.955
baidalinadilzhan__birdclef-lb-0-882,baidalinadilzhan/birdclef-lb-0-882,birdclef-lb-0-882.ipynb,1,1.0,0.0,0.0,16297,,,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.948,215.0,57,2026-03-16 04:30:26.767000,0.948,4.elite_0.948-0.955
baidalinadilzhan__lb-0-792-birdclef-2026-starter,baidalinadilzhan/lb-0-792-birdclef-2026-starter,lb-0-792-birdclef-2026-starter.ipynb,2,2.0,0.0,0.0,11968,,,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.948,215.0,97,2026-03-12 04:24:38.407000,0.948,4.elite_0.948-0.955
baidalinadilzhan__perch-improved-lb-0-904,baidalinadilzhan/perch-improved-lb-0-904,perch-improved-lb-0-904.ipynb,1,1.0,0.0,0.0,28587,,,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.0,,12.0,5.0,,,,,,,,,,0.948,215.0,20,2026-03-20 05:08:34.507000,0.948,4.elite_0.948-0.955
beicicc__birdclef2026-kosuke-convnext-may12,beicicc/birdclef2026-kosuke-convnext-may12,birdclef2026-kosuke-convnext-may12.ipynb,69,28.0,41.0,24073.0,70998,"# BirdCLEF+ 2026 0.946 | Updated Perch + SED Pipeline

**Update note.** This is an in-place update of my existing public BirdCLEF notebook. The URL slug still contains `0.941` because that was the original public version; the current notebook content documents the stronger **0.946 public LB** line validated later.

I am updating the existing high-vote page rather than publishing a second near-dupl",,,0,,0,0.998,0.926,8,0.946,True,True,False,True,True,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,0.946,,0.948,187.0,15,2026-05-12 13:01:21.407000,0.946,3.high_0.940-0.948
beicicc__birdclef2026-kosuke-sed-may12,beicicc/birdclef2026-kosuke-sed-may12,birdclef2026-kosuke-sed-may12.ipynb,69,28.0,41.0,24073.0,71804,"# BirdCLEF+ 2026 0.946 | Updated Perch + SED Pipeline

**Update note.** This is an in-place update of my existing public BirdCLEF notebook. The URL slug still contains `0.941` because that was the original public version; the current notebook content documents the stronger **0.946 public LB** line validated later.

I am updating the existing high-vote page rather than publishing a second near-dupl",,,0,,0,0.946,0.926,6,0.946,True,True,False,True,True,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,0.946,,0.948,187.0,4,2026-05-12 14:08:04.430000,0.946,3.high_0.940-0.948
blamerx__birdclef-2026-inference,blamerx/birdclef-2026-inference,birdclef-2026-inference.ipynb,57,28.0,29.0,4029.0,27894,"<div style=""
background: linear-gradient(135deg,#f8fafc 0%,#eef2ff 50%,#ecfeff 100%);
padding:32px;
border-radius:14px;
margin-bottom:22px;
border:1px solid #c7d2fe;
box-shadow:0 8px 20px rgba(0,0,0,0.06);
text-align:center;
"">

<h1 style=""
color:#0f172a;
font-size:34px;
margin:0;
font-weight:700;
letter-spacing:0.5px;
"">
BirdCLEF+ 2026 — Inference Pipeline
</h1>

<hr style=""
margin:18px auto 0;
w",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,0.0,,12.0,5.0,,,,,,,,,,0.943,1160.0,13,2026-03-26 17:44:45.927000,0.943,3.high_0.940-0.948
blamerx__birdclef-2026-training,blamerx/birdclef-2026-training,birdclef-2026-training.ipynb,50,26.0,24.0,6736.0,41731,"<div style=""
background: linear-gradient(135deg,#f8fafc 0%,#ecfeff 50%,#e0f2fe 100%);
padding:32px;
border-radius:14px;
margin-bottom:22px;
border:1px solid #bae6fd;
box-shadow:0 8px 20px rgba(0,0,0,0.06);
text-align:center;
"">

<h1 style=""
color:#0f172a;
font-size:34px;
margin:0;
font-weight:700;
letter-spacing:0.5px;
"">
BirdCLEF+ 2026 — Training Pipeline
</h1>
<hr style=""
margin:18px auto 0;
wid",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,0.0,,12.0,5.0,,,,,,,,,,0.943,1160.0,19,2026-03-26 17:18:33.440000,0.943,3.high_0.940-0.948
blamerx__detect-the-bird-inference,blamerx/detect-the-bird-inference,detect-the-bird-inference.ipynb,1,1.0,0.0,0.0,24895,,,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,0.0,,12.0,5.0,,,,,,,,,,0.943,1160.0,85,2026-03-23 22:55:44.550000,0.943,3.high_0.940-0.948
blamerx__detect-the-bird-training,blamerx/detect-the-bird-training,detect-the-bird-training.ipynb,1,1.0,0.0,0.0,61083,,,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,0.0,,12.0,5.0,,,,,,,,,,0.943,1160.0,60,2026-03-23 22:06:56.430000,0.943,3.high_0.940-0.948
chaitanyajamble__notebookf6a3111822,chaitanyajamble/notebookf6a3111822,notebookf6a3111822.ipynb,2,2.0,0.0,0.0,6376,,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.516,3346.0,4,2026-03-19 03:32:07.383000,0.516,0.weak_<0.900
chesteryuan__patience-bro,chesteryuan/patience-bro,patience-bro.ipynb,61,38.0,23.0,2368.0,126124,"## protossm在全量数据训练时有点问题，此外尝试单独修改patience
## 用llm找出notebook中的明显bug",,,0,,0,,,0,,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.949,68.0,9,2026-04-21 01:31:33.340000,0.949,4.elite_0.948-0.955
chirag6668__birdclef-2026-pantanal-audio-cnn-baseline,chirag6668/birdclef-2026-pantanal-audio-cnn-baseline,birdclef-2026-pantanal-audio-cnn-baseline.ipynb,13,13.0,0.0,0.0,7225,,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,,,,,,,,,,,,,0.5,3407.0,8,2026-03-12 10:39:57.773000,0.5,0.weak_<0.900
chirag6668__birdclef-2026-pantanal-eda-audio-visualiza,chirag6668/birdclef-2026-pantanal-eda-audio-visualiza,birdclef-2026-pantanal-eda-audio-visualiza.ipynb,12,9.0,3.0,885.0,5227,Recordings come from worldwide but heavily concentrated in South America — makes sense since Pantanal is in Brazil! The test data will be from this region specifically,,,0,,0,,,0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,0.5,3407.0,14,2026-03-28 17:00:01.247000,0.5,0.weak_<0.900
chiranjithdharma__0-910-score,chiranjithdharma/0-910-score,0-910-score.ipynb,67,22.0,45.0,6522.0,28668,"---

# ~ BirdCLEF 2026: Perch Embedding Probe ~
*Wildlife species identification from Pantanal soundscapes*

---",,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1.0,jaejohn/perch-v2-starter-train-infer,12.0,5.0,,,,,,,,,,0.927,1685.0,175,2026-03-23 06:20:12.080000,0.927,2.mid_0.925-0.940
chiranjithdharma__pantanal-distill-birdclef2026-improvement-2fcbfd,chiranjithdharma/pantanal-distill-birdclef2026-improvement-2fcbfd,pantanal-distill-birdclef2026-improvement-2fcbfd.ipynb,52,32.0,20.0,3195.0,107545,"## Setup
Install dependencies and configure environment.",,,0,,0,0.924,0.924,1,0.924,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,0.0,,12.0,5.0,,0.5,,,,,,,,0.927,1685.0,13,2026-03-28 10:15:17.623000,0.927,2.mid_0.925-0.940
cliff376__bc26-public-gate-combo-pc010-v2,cliff376/bc26-public-gate-combo-pc010-v2,bc26-public-gate-combo-pc010-v2.ipynb,40,27.0,13.0,9557.0,75038,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.945,929.0,193,2026-05-05 16:22:52.753000,0.945,3.high_0.940-0.948
cliff376__bc26-public-gate-fake008-seed316746355-v4,cliff376/bc26-public-gate-fake008-seed316746355-v4,bc26-public-gate-fake008-seed316746355-v4.ipynb,40,27.0,13.0,9557.0,76049,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.945,0.912,7,0.945,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.945,929.0,14,2026-05-06 08:38:11.053000,0.945,3.high_0.940-0.948
cliff376__bc26-public-gate-pc010-domain005-c002-v1,cliff376/bc26-public-gate-pc010-domain005-c002-v1,bc26-public-gate-pc010-domain005-c002-v1.ipynb,41,28.0,13.0,9557.0,78961,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.945,929.0,5,2026-05-06 07:39:00.197000,0.945,3.high_0.940-0.948
cliff376__bc26-public-gate-pc010-head001-v1,cliff376/bc26-public-gate-pc010-head001-v1,bc26-public-gate-pc010-head001-v1.ipynb,41,28.0,13.0,9557.0,76825,"# Idea: SED has no temporal context within the 12 windows. Let's strengthen the ProtoSSM weight when it predicts the same class across consecutive windows with a fat-tail distribution.
 Looking forward to the one-parameter public notebook update improving LB in a few hours.",,,0,,0,0.941,0.912,6,0.941,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.945,929.0,9,2026-05-06 03:02:07.233000,0.945,3.high_0.940-0.948
dacquaviva__birdclef-2026-imaad-v50-perch-protossm,dacquaviva/birdclef-2026-imaad-v50-perch-protossm,birdclef-2026-imaad-v50-perch-protossm.ipynb,6,3.0,3.0,6851.0,53458,"<div style=""background: linear-gradient(135deg, #0a1a0a 0%, #1a3a1a 50%, #0d2b0d 100%); padding: 45px 20px; border-radius: 12px; text-align: center; font-family: 'Segoe UI', Roboto, Helvetica, Arial, sans-serif; box-shadow: 0 12px 24px rgba(0,0,0,0.6); border: 1px solid rgba(0,230,118,0.15); position: relative; overflow: hidden;"">
    <div style=""position: absolute; top: -30px; left: -20px; width:",,,0,,0,0.946,0.826,5,0.946,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,0.0,,12.0,5.0,0.4,0.4,0.4,0.4,0.3,0.4,,,,0.946,703.0,6,2026-05-12 23:22:21.567000,0.946,3.high_0.940-0.948
damianleandrotamburi__20260329-birdclef,damianleandrotamburi/20260329-birdclef,20260329-birdclef.ipynb,20,12.0,8.0,1144.0,17720,"# BirdCLEF+2026

EDA + model comparison (macro ROC-AUC) + submission with the best model.",,,0,,0,,,0,,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.0,,,,,,,,,,,,,0.681,3163.0,4,2026-05-11 17:59:26.357000,0.681,0.weak_<0.900
dedquoc__birdclef-2026-the-robust-submission-starter,dedquoc/birdclef-2026-the-robust-submission-starter,birdclef-2026-the-robust-submission-starter.ipynb,10,6.0,4.0,1194.0,4508,"# BirdCLEF 2026: Simple Starter Baseline

    Goal: This notebook provides a robust submission pipeline that avoids the ""0.500 Random Score"" trap by ensuring correct row_id formatting and column alignment.

## 1. Setup & Libraries

Explain that we use librosa for audio and pandas for the final submission.
## 2. Load Metadata

Crucial Step: Load sample_submission.csv to lock in the correct species ",,,0,,0,,,0,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,,,,,,,,,,,,,0.825,2692.0,22,2026-03-21 08:24:59.017000,0.825,0.weak_<0.900
dedquoc__multi-taxa-inference-perch-v2,dedquoc/multi-taxa-inference-perch-v2,multi-taxa-inference-perch-v2.ipynb,5,2.0,3.0,2929.0,7271,"Reference from: https://www.kaggle.com/code/kdmitrie/birdclef26-google-perch-starter

Advance and improving",,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.0,kdmitrie/birdclef26-google-perch-starter,,,,,,,,,,,,0.825,2692.0,10,2026-03-17 07:22:07.940000,0.825,0.weak_<0.900
deep262003__birdclef-2026-efficientnet,deep262003/birdclef-2026-efficientnet,birdclef-2026-efficientnet.ipynb,16,8.0,8.0,122.0,8206,#  Installs & imports,,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.754,2991.0,10,2026-05-16 10:36:49.197000,0.754,0.weak_<0.900
deep262003__birdclef-2026-training,deep262003/birdclef-2026-training,birdclef-2026-training.ipynb,3,2.0,1.0,14.0,10161,# Google Perch,,,0,,0,,,0,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,0.0,,,,,,,,,,,,,0.754,2991.0,3,2026-05-16 07:37:50.553000,0.754,0.weak_<0.900
deniszaytseff__baseline-birdclef2026,deniszaytseff/baseline-birdclef2026,baseline-birdclef2026.ipynb,17,8.0,9.0,2254.0,12387,"# BirdCLEF+ 2026 — Baseline Submission Notebook

**Strategy:** Log-mel spectrogram → EfficientNet-B0 → per-species sigmoid probabilities  
**Metric:** Macro-averaged ROC-AUC (classes with no true positives are skipped)  

**Execution modes:**
- **TEST** *(Kaggle hidden rerun)*: `test_soundscapes/` is populated automatically by the platform → real inference, scored submission
- **DEV** *(local / Sa",,,0,,0,,,0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,,,,,,,,,,,,,0.487,3582.0,4,2026-03-18 07:50:03.990000,0.487,0.weak_<0.900
